,Title,Size,Area,Link,Filename,Src,is_Abstract,is_Animals,is_Architecture,is_Art-For-Kids,is_Astronomy-Space,is_Book-Illustration,is_Botanical,is_Comics,is_Conde-Nast-Magazines,is_Costume-Fashion,is_Cuisine,is_Dance,is_Disney,is_Education,is_Fantasy,is_Figurative,is_Geodes-And-Minerals,is_Geometrics-Art,is_Hobbies,is_Holidays,is_Home-Hearth,is_Humor,is_Japandi,is_Maps,is_Maximalist-Art,is_Motivational,is_Movies,is_Museums,is_Music,is_People,is_Places,is_Religion-Spirituality,is_Scenic,is_Performing-Arts,is_Publications,is_Seasons,is_Sports,is_Still-Life,is_Television,is_The-New-Yorker,is_Transportation,is_Typography-Symbols,is_World-Culture,num_colors,dom_color,warm_cool,complexity,brightness,sharpness
50615,"""No, sweetie, we don't go to the beach. We're from New Jersey?we go to the?","(12, 12)",144,/products/p15063379201-sa-i6847908/christopher-weyant-no-sweetie-we-don-t-go-to-the-beach-we-re-from-new-jersey-we-go-to-the.htm?upi=PGQRN60&PODConfigID=8419449&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_236.jpg,https://imgc.artprintimages.com/img/print/christopher-weyant-no-sweetie-we-don-t-go-to-the-beach-we-re-from-new-jersey-we-go-to-the_u-l-pgqrn60.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,White,2,1,233.91773333333333,25450.06210663889
50616,"""Lassie! Get help!"" - New Yorker Cartoon","(12, 9)",108,/products/p12154064870-sa-i6320667/danny-shanahan-lassie-get-help-new-yorker-cartoon.htm?upi=PEJKWY0&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_237.jpg,https://imgc.artprintimages.com/img/print/danny-shanahan-lassie-get-help-new-yorker-cartoon_u-l-pejkwy0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,White,2,15,224.5148888888889,38793.177072395054
50617,"""You seem familiar, yet somehow strange?are you  by any chance Canadian?"" - New Yorker Cartoon","(9, 12)",108,/products/p15063394706-sa-i6848254/donald-reilly-you-seem-familiar-yet-somehow-strange-are-you-by-any-chance-canadian-new-yorker-cartoon.htm?upi=PGQSWP0&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_238.jpg,https://imgc.artprintimages.com/img/print/donald-reilly-you-seem-familiar-yet-somehow-strange-are-you-by-any-chance-canadian-new-yorker-cartoon_u-l-pgqswp0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,Black,2,1,192.04272592592594,24304.897202765434
50618,"""They moved my bowl."" - New Yorker Cartoon","(12, 9)",108,/products/p15063145674-sa-i6841816/charles-barsotti-they-moved-my-bowl-new-yorker-cartoon.htm?upi=PGQ7C90&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_239.jpg,https://imgc.artprintimages.com/img/print/charles-barsotti-they-moved-my-bowl-new-yorker-cartoon_u-l-pgq7c90.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,White,2,12,233.81124444444444,17752.30660958025
50619,"""I've been to cities other than New York. They're cute."" - New Yorker Cartoon","(12, 12)",144,/products/p15102078676-sa-i6877588/william-haefeli-i-ve-been-to-cities-other-than-new-york-they-re-cute-new-yorker-cartoon.htm?upi=PGU0ZC0&PODConfigID=8419449&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_240.jpg,https://imgc.artprintimages.com/img/print/william-haefeli-i-ve-been-to-cities-other-than-new-york-they-re-cute-new-yorker-cartoon_u-l-pgu0zc0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,Olive,2,196,139.39384444444445,44956.48124663889
50620,"The New Yorker Cover - May 30, 1925","(9, 12)",108,/products/p15102078758-sa-i6877594/ilonka-karasz-the-new-yorker-cover-may-30-1925.htm?upi=PGU10P0&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_241.jpg,https://imgc.artprintimages.com/img/print/ilonka-karasz-the-new-yorker-cover-may-30-1925_u-l-pgu10p0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,White,3,98,135.3832104454685,70475.71189083438
50621,"""So this is where the magic happens."" - New Yorker Cartoon","(12, 12)",144,/products/p15063258698-sa-i6845090/robert-weber-so-this-is-where-the-magic-happens-new-yorker-cartoon.htm?upi=PGQH300&PODConfigID=8419449&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_242.jpg,https://imgc.artprintimages.com/img/print/robert-weber-so-this-is-where-the-magic-happens-new-yorker-cartoon_u-l-pgqh300.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,White,2,1,204.50477777777778,44189.543844
50622,Vogue Cover - October 1925 - Paris Revue,"(9, 12)",108,/products/p12503222023-sa-i6355725/william-bolin-vogue-cover-october-1925-paris-revue.htm?upi=PEQFB30&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_243.jpg,https://imgc.artprintimages.com/img/print/william-bolin-vogue-cover-october-1925-paris-revue_u-l-peqfb30.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Pink,3,30,105.48264919941776,23261.307724109
50623,"The New Yorker Cover - March 6, 1989","(9, 12)",108,/products/p12503554153-sa-i6355500/john-o-brien-the-new-yorker-cover-march-6-1989.htm?upi=PER7TF0&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_244.jpg,https://imgc.artprintimages.com/img/print/john-o-brien-the-new-yorker-cover-march-6-1989_u-l-per7tf0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,Olive,3,22,158.42583333333334,58727.33980867347
50624,Glamour - July 1951,"(12, 12)",144,/products/p12500777535-sa-i6351382/clifford-coffin-glamour-july-1951.htm?upi=PEP7MH0&PODConfigID=8419448&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_245.jpg,https://imgc.artprintimages.com/img/print/clifford-coffin-glamour-july-1951_u-l-pep7mh0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,White,2,8,160.02483835005575,7025.889502801982
50625,Glamour - June 1960,"(12, 12)",144,/products/p12500179682-sa-i6350167/fred-lyon-glamour-june-1960.htm?upi=PEOU8C0&PODConfigID=8419448&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_246.jpg,https://imgc.artprintimages.com/img/print/fred-lyon-glamour-june-1960_u-l-peou8c0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,Teal,2,222,127.1870888888889,61966.36965600001
50626,Vogue Cover - December 1928,"(9, 12)",108,/products/p12503227067-sa-i6354756/jean-pages-vogue-cover-december-1928.htm?upi=PEQFRG0&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_247.jpg,https://imgc.artprintimages.com/img/print/jean-pages-vogue-cover-december-1928_u-l-peqfrg0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,White,2,8,187.66165932452276,9959.113344475927
50627,Vogue - November 1962 - Smoky Sophia,"(12, 9)",108,/products/p12500452405-sa-i6347516/bert-stern-vogue-november-1962-smoky-sophia.htm?upi=PEOYZN0&PODConfigID=8419446&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_248.jpg,https://imgc.artprintimages.com/img/print/bert-stern-vogue-november-1962-smoky-sophia_u-l-peoyzn0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Olive,2,27,34.13150753768844,9286.484632711295
50628,"The New Yorker Cover - August 21, 1954","(9, 12)",108,/products/p12502935570-sa-i6356133/abe-birnbaum-the-new-yorker-cover-august-21-1954.htm?upi=PEQ3JL0&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_249.jpg,https://imgc.artprintimages.com/img/print/abe-birnbaum-the-new-yorker-cover-august-21-1954_u-l-peq3jl0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,5,Black,3,105,125.31543778801843,72627.23142873068
50629,"""What do I do? I drive a Maserati."" - New Yorker Cartoon","(12, 12)",144,/products/p15063665508-sa-i6854521/mischa-richter-what-do-i-do-i-drive-a-maserati-new-yorker-cartoon.htm?upi=PGRWB10&PODConfigID=8419449&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_250.jpg,https://imgc.artprintimages.com/img/print/mischa-richter-what-do-i-do-i-drive-a-maserati-new-yorker-cartoon_u-l-pgrwb10.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,White,2,1,203.32438888888888,24177.00875775
50630,Bandon Dunes Golf Course,"(12, 9)",108,/products/p12501471320-sa-i6347907/stephen-szurlej-bandon-dunes-golf-course.htm?upi=PEPNU30&PODConfigID=8419446&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_251.jpg,https://imgc.artprintimages.com/img/print/stephen-szurlej-bandon-dunes-golf-course_u-l-pepnu30.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,White,2,81,106.92239099859353,15267.613460983817
50631,Fashion Magazine - November 1911,"(12, 18)",216,/products/p52453984504-sa-i11406352/george-wolfe-plank-fashion-magazine-november-1911.htm?upi=F9IOOI0&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_252.jpg,https://imgc.artprintimages.com/img/print/george-wolfe-plank-fashion-magazine-november-1911_u-l-f9iooi0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,Teal,3,67,122.97505,28887.329589750003
50632,"Pinehurst Golf Course No. 2, aerial","(12, 9)",108,/products/p12501428037-sa-i6351594/stephen-szurlej-pinehurst-golf-course-no-2-aerial.htm?upi=PEPL2U0&PODConfigID=8419446&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_253.jpg,https://imgc.artprintimages.com/img/print/stephen-szurlej-pinehurst-golf-course-no-2-aerial_u-l-pepl2u0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,Olive,2,53,93.20946554149086,11231.674037769943
50633,"The New Yorker Cover - April 14, 1973","(9, 12)",108,/products/p42639865792-sa-i10116898/charles-e-martin-the-new-yorker-cover-april-14-1973.htm?upi=PYSBIY0&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_254.jpg,https://imgc.artprintimages.com/img/print/charles-e-martin-the-new-yorker-cover-april-14-1973_u-l-pysbiy0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,White,2,23,174.40002962962964,57423.31027846913
50634,Vogue Cover - July 1937 - Surreal Shell,"(9, 12)",108,/products/p12503236901-sa-i6354287/miguel-covarrubias-vogue-cover-july-1937-surreal-shell.htm?upi=PEQGM20&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_255.jpg,https://imgc.artprintimages.com/img/print/miguel-covarrubias-vogue-cover-july-1937-surreal-shell_u-l-peqgm20.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,Teal,2,56,113.47001468428782,32211.72288124163
50635,"Vogue - October 1971 - Melba Moore, 1971","(12, 12)",144,/products/p12501290730-sa-i6349673/jack-robinson-vogue-october-1971-melba-moore-1971.htm?upi=PEPHZZ0&PODConfigID=8419448&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_256.jpg,https://imgc.artprintimages.com/img/print/jack-robinson-vogue-october-1971-melba-moore-1971_u-l-pephzz0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,White,2,1,106.74663333333334,5401.353356
50636,Vogue - February 1961,"(9, 12)",108,/products/p19558657440-sa-i7213930/bert-stern-vogue-february-1961.htm?upi=PIKRZV0&PODConfigID=8419446&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_257.jpg,https://imgc.artprintimages.com/img/print/bert-stern-vogue-february-1961_u-l-pikrzv0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Black,2,4,162.49194074074074,8125.694959555555
50637,Vogue Cover - August 1930,"(9, 12)",108,/products/p12503232024-sa-i6353812/andre-e-marty-vogue-cover-august-1930.htm?upi=PEQG200&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_258.jpg,https://imgc.artprintimages.com/img/print/andre-e-marty-vogue-cover-august-1930_u-l-peqg200.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Black,2,1,203.37842632331902,6729.454672033008
50638,New Yorker Cartoon,"(9, 12)",108,/products/p38261828682-sa-i9813998/saul-steinberg-new-yorker-cartoon.htm?upi=PW7OU80&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_259.jpg,https://imgc.artprintimages.com/img/print/saul-steinberg-new-yorker-cartoon_u-l-pw7ou80.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,White,2,28,241.5139111111111,48404.60108024692
50639,"Man reads the obituaries in newspaper; headlines for each death refer, rel? - New Yorker Cartoon","(12, 12)",144,/products/p15063142575-sa-i6842177/roz-chast-man-reads-the-obituaries-in-newspaper-headlines-for-each-death-refer-rel-new-yorker-cartoon.htm?upi=PGQ4BO0&PODConfigID=8419449&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_260.jpg,https://imgc.artprintimages.com/img/print/roz-chast-man-reads-the-obituaries-in-newspaper-headlines-for-each-death-refer-rel-new-yorker-cartoon_u-l-pgq4bo0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,White,2,1,212.6715,30440.37
50640,"""I couldn't resist?the second pair was free."" - New Yorker Cartoon","(12, 9)",108,/products/p15063685544-sa-i6857303/bernard-schoenbaum-i-couldn-t-resist-the-second-pair-was-free-new-yorker-cartoon.htm?upi=PGS68Q0&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_261.jpg,https://imgc.artprintimages.com/img/print/bernard-schoenbaum-i-couldn-t-resist-the-second-pair-was-free-new-yorker-cartoon_u-l-pgs68q0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,White,2,1,190.1161185185185,15189.83977165432
50641,Vogue Cover - September 1928,"(9, 12)",108,/products/p12503305292-sa-i6354806/georges-lepape-vogue-cover-september-1928.htm?upi=PEQLKC0&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_262.jpg,https://imgc.artprintimages.com/img/print/georges-lepape-vogue-cover-september-1928_u-l-peqlkc0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,White,2,15,217.49005722460657,25304.862890456632
50642,Vogue Cover - January 1919,"(9, 12)",108,/products/p12503477601-sa-i6353539/georges-lepape-vogue-cover-january-1919.htm?upi=PER37Q0&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_263.jpg,https://imgc.artprintimages.com/img/print/georges-lepape-vogue-cover-january-1919_u-l-per37q0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,Olive,2,1,160.95814159292036,25324.261989926777
50643,"The New Yorker Cover - April 20, 1968","(9, 12)",108,/products/p25238780898-sa-i7967569/laura-jean-allen-the-new-yorker-cover-april-20-1968.htm?upi=PNH2P30&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_264.jpg,https://imgc.artprintimages.com/img/print/laura-jean-allen-the-new-yorker-cover-april-20-1968_u-l-pnh2p30.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,Olive,2,12,188.09053333333333,17351.559771654316
50644,"""Of course you feel great. These things are loaded with antidepressants."" - New Yorker Cartoon","(12, 12)",144,/products/p15063754509-sa-i6856098/paul-noth-of-course-you-feel-great-these-things-are-loaded-with-antidepressants-new-yorker-cartoon.htm?upi=PGSCYL0&PODConfigID=8419449&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_265.jpg,https://imgc.artprintimages.com/img/print/paul-noth-of-course-you-feel-great-these-things-are-loaded-with-antidepressants-new-yorker-cartoon_u-l-pgscyl0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,White,2,1,211.06122222222223,43598.53948622223
50645,"""I strongly suggest that you reinvent yourself!"" - New Yorker Cartoon","(12, 12)",144,/products/p15063215583-sa-i6843902/george-booth-i-strongly-suggest-that-you-reinvent-yourself-new-yorker-cartoon.htm?upi=PGQE7W0&PODConfigID=8419449&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_266.jpg,https://imgc.artprintimages.com/img/print/george-booth-i-strongly-suggest-that-you-reinvent-yourself-new-yorker-cartoon_u-l-pgqe7w0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,White,2,74,220.61424444444444,35119.265839000014
50646,"The New Yorker Cover - February 6, 1943","(9, 12)",108,/products/p17599347043-sa-i7057271/julian-de-miskey-the-new-yorker-cover-february-6-1943.htm?upi=PHWMWW0&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_267.jpg,https://imgc.artprintimages.com/img/print/julian-de-miskey-the-new-yorker-cover-february-6-1943_u-l-phwmww0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,White,2,1,116.09305185185185,42394.20976646914
50647,In a Quandary - New Yorker Cartoon,"(12, 9)",108,/products/p15064113389-sa-i6862210/roz-chast-in-a-quandary-new-yorker-cartoon.htm?upi=PGT9W60&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_268.jpg,https://imgc.artprintimages.com/img/print/roz-chast-in-a-quandary-new-yorker-cartoon_u-l-pgt9w60.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,White,2,3,220.93893333333332,39209.329365728394
50648,"""Trust me Mort?no electronic-communications superhighway, no matter how  v?","(12, 9)",108,/products/p15063504906-sa-i6848021/donald-reilly-trust-me-mort-no-electronic-communications-superhighway-no-matter-how-v.htm?upi=PGR1W10&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_269.jpg,https://imgc.artprintimages.com/img/print/donald-reilly-trust-me-mort-no-electronic-communications-superhighway-no-matter-how-v_u-l-pgr1w10.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,White,2,1,216.33188148148147,42770.06870933334
50649,"""But think of all the things you're not going to die of."" - New Yorker Cartoon","(12, 9)",108,/products/p15063247743-sa-i6845577/frank-cotham-but-think-of-all-the-things-you-re-not-going-to-die-of-new-yorker-cartoon.htm?upi=PGQGO90&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_270.jpg,https://imgc.artprintimages.com/img/print/frank-cotham-but-think-of-all-the-things-you-re-not-going-to-die-of-new-yorker-cartoon_u-l-pgqgo90.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,White,2,37,201.70522962962963,39974.476346469135
50650,Mr Frederick J Archer,"(12, 18)",216,/products/p22121391515-sa-i7681479/sir-leslie-ward-mr-frederick-j-archer.htm?upi=PM8N2D0&PODConfigID=9436042&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_271.jpg,https://imgc.artprintimages.com/img/print/sir-leslie-ward-mr-frederick-j-archer_u-l-pm8n2d0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,White,2,1,184.57047080979285,8547.542372881357
50651,The Last Thanksgiving - New Yorker Cartoon,"(12, 12)",144,/products/p15063698730-sa-i6856067/roz-chast-the-last-thanksgiving-new-yorker-cartoon.htm?upi=PGSA3H0&PODConfigID=8419449&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_272.jpg,https://imgc.artprintimages.com/img/print/roz-chast-the-last-thanksgiving-new-yorker-cartoon_u-l-pgsa3h0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,White,2,1,193.64968888888887,53637.67652863888
50652,"""Hey, what can I say?  It's not Baltimore, but then what is?"" - New Yorker Cartoon","(12, 9)",108,/products/p15063246389-sa-i6843950/jack-ziegler-hey-what-can-i-say-it-s-not-baltimore-but-then-what-is-new-yorker-cartoon.htm?upi=PGQG2R0&PODConfigID=8419447&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_273.jpg,https://imgc.artprintimages.com/img/print/jack-ziegler-hey-what-can-i-say-it-s-not-baltimore-but-then-what-is-new-yorker-cartoon_u-l-pgqg2r0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,White,2,1,226.38685925925927,47236.07205254321
50653,GQ - December 1970,"(9, 12)",108,/products/p14760603372-sa-i6787094/mark-patiky-gq-december-1970.htm?upi=PGIMDZ0&PODConfigID=8419446&sOrigID=428722,D:/query_data/art_images/Conde-Nast-Magazines/Conde-Nast-Magazines_img_274.jpg,https://imgc.artprintimages.com/img/print/mark-patiky-gq-december-1970_u-l-pgimdz0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,White,2,12,94.19899259259259,18043.9340691358
