,Title,Size,Area,Link,Filename,Src,is_Abstract,is_Animals,is_Architecture,is_Art-For-Kids,is_Astronomy-Space,is_Book-Illustration,is_Botanical,is_Comics,is_Conde-Nast-Magazines,is_Costume-Fashion,is_Cuisine,is_Dance,is_Disney,is_Education,is_Fantasy,is_Figurative,is_Geodes-And-Minerals,is_Geometrics-Art,is_Hobbies,is_Holidays,is_Home-Hearth,is_Humor,is_Japandi,is_Maps,is_Maximalist-Art,is_Motivational,is_Movies,is_Museums,is_Music,is_People,is_Places,is_Religion-Spirituality,is_Scenic,is_Performing-Arts,is_Publications,is_Seasons,is_Sports,is_Still-Life,is_Television,is_The-New-Yorker,is_Transportation,is_Typography-Symbols,is_World-Culture,num_colors,dom_color,warm_cool,complexity,brightness,sharpness
42280,May Flowers,"(13, 13)",169,/products/p12423752983-sa-i6340390/albert-koetsier-may-flowers.htm?upi=F5488Q0&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1010.jpg,https://imgc.artprintimages.com/img/print/albert-koetsier-may-flowers_u-l-f5488q0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,White,2,24,225.67837777777777,11239.932427750002
42281,Hawaiian Flower Lei Strand,"(12, 9)",108,/products/p13348438066-sa-i6454147/douglas-peebles-hawaiian-flower-lei-strand.htm?upi=PXQAS80&PODConfigID=4990619&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1011.jpg,https://imgc.artprintimages.com/img/print/douglas-peebles-hawaiian-flower-lei-strand_u-l-pxqas80.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,Olive,3,21,79.17391111111111,42552.358572839505
42282,Gentian in Purple,"(13, 13)",169,/products/p12423748351-sa-i6340217/albert-koetsier-gentian-in-purple.htm?upi=F548240&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1012.jpg,https://imgc.artprintimages.com/img/print/albert-koetsier-gentian-in-purple_u-l-f548240.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,2,13,208.33815555555555,13552.655
42283,Sunshine Poppy IV,"(16, 16)",256,/products/p29373485035-sa-i8688565/chris-paschke-sunshine-poppy-iv.htm?upi=PXZZAB0&PODConfigID=9664578&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1013.jpg,https://imgc.artprintimages.com/img/print/chris-paschke-sunshine-poppy-iv_u-l-pxzzab0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,White,0,54,200.2326062639821,13119.19280750304
42284,"Dirt Road Passing Through Aspen Forest, Colorado, USA","(8, 24)",192,/products/p45555167774-sa-i10440376/dirt-road-passing-through-aspen-forest-colorado-usa.htm?upi=Q12Q8JY0&PODConfigID=14258375&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1014.jpg,https://imgc.artprintimages.com/img/print/dirt-road-passing-through-aspen-forest-colorado-usa_u-l-q12q8jy0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,Olive,3,81,80.41753333333334,85824.33
42285,Bright Florals  I,"(16, 16)",256,/products/p21237680268-sa-i7256374/hugo-wild-bright-florals-i.htm?upi=PXZL6Y0&PODConfigID=4986570&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1015.jpg,https://imgc.artprintimages.com/img/print/hugo-wild-bright-florals-i_u-l-pxzl6y0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,White,1,17,175.87984444444444,25135.773844
42286,Weathered Wood Patterns V,"(16, 16)",256,/products/p48763726436-sa-i10970663/weathered-wood-patterns-v.htm?upi=Q1BP3F70&PODConfigID=9664578&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1016.jpg,https://imgc.artprintimages.com/img/print/weathered-wood-patterns-v_u-l-q1bp3f70.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,2,146,136.99384444444445,45290.91416597222
42287,Iceland Marsala 1,"(16, 16)",256,/products/p42297054483-sa-i9287491/albert-koetsier-iceland-marsala-1.htm?upi=PYJQQW0&PODConfigID=4986570&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1017.jpg,https://imgc.artprintimages.com/img/print/albert-koetsier-iceland-marsala-1_u-l-pyjqqw0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,2,1,170.60961111111112,12601.844197222223
42288,Soft CallaLily,"(8, 24)",192,/products/p42297047800-sa-i7171119/albert-koetsier-soft-callalily.htm?upi=PYJOWB0&PODConfigID=4986378&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1018.jpg,https://imgc.artprintimages.com/img/print/albert-koetsier-soft-callalily_u-l-pyjowb0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,2,4,197.33973597359736,16136.051313351632
42289,Vogue Cover - June 1923,"(9, 12)",108,/products/p12503285676-sa-i6356292/georges-lepape-vogue-cover-june-1923.htm?upi=PEQKJX0&PODConfigID=8419447&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1019.jpg,https://imgc.artprintimages.com/img/print/georges-lepape-vogue-cover-june-1923_u-l-peqkjx0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,White,3,1,183.7551101321586,25996.63215859031
42290,"Waterlilies: Morning with Weeping Willows, Detail of the Right Section, 1915-26","(16, 12)",192,/products/p12261180-sa-i1633282/claude-monet-waterlilies-morning-with-weeping-willows-detail-of-the-right-section-1915-26.htm?upi=OMK5S0&PODConfigID=8880730&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1020.jpg,https://imgc.artprintimages.com/img/print/claude-monet-waterlilies-morning-with-weeping-willows-detail-of-the-right-section-1915-26_u-l-omk5s0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Teal,2,72,131.75128205128206,56089.892903994085
42291,Roses and Anemones,"(12, 9)",108,/products/p48657017173-sa-i10936502/danhui-nai-roses-and-anemones.htm?upi=Q1BL3VS0&PODConfigID=9201946&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1021.jpg,https://imgc.artprintimages.com/img/print/danhui-nai-roses-and-anemones_u-l-q1bl3vs0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Teal,3,5,134.0522023809524,13912.640625
42292,Dreaming Trio,"(36, 26)",936,/products/p17558104626-sa-i7053932/melissa-graves-brown-dreaming-trio.htm?upi=F5M90H0&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1022.jpg,https://imgc.artprintimages.com/img/print/melissa-graves-brown-dreaming-trio_u-l-f5m90h0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Teal,3,49,131.90437788018434,33798.01689752384
42293,Aquarelle Birches II,"(12, 16)",192,/products/p44716719279-sa-i10322457/grace-popp-aquarelle-birches-ii.htm?upi=Q11JSLT0&PODConfigID=9201947&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1023.jpg,https://imgc.artprintimages.com/img/print/grace-popp-aquarelle-birches-ii_u-l-q11jslt0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,2,1,240.32915555555556,18700.226609580244
42294,"Wiltshire Pines, 1989","(12, 16)",192,/products/p21298774343-sa-i7369062/anna-teasdale-wiltshire-pines-1989.htm?upi=PJGFDQ0&PODConfigID=8880730&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1024.jpg,https://imgc.artprintimages.com/img/print/anna-teasdale-wiltshire-pines-1989_u-l-pjgfdq0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,Olive,2,131,166.2464079147641,48866.732816455034
42295,Tree Print Birds Boughs in Leaf,"(12, 16)",192,/products/p27680116425-sa-i8188451/blenda-tyvoll-tree-print-birds-boughs-in-leaf.htm?upi=Q1ATXID0&PODConfigID=9201947&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1025.jpg,https://imgc.artprintimages.com/img/print/blenda-tyvoll-tree-print-birds-boughs-in-leaf_u-l-q1atxid0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Olive,3,73,127.66582621082621,47561.78008980752
42296,Fiesta,"(18, 18)",324,/products/p48247035357-sa-i10845634/carrie-schmitt-fiesta.htm?upi=Q1AEFYC0&PODConfigID=8880743&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1026.jpg,https://imgc.artprintimages.com/img/print/carrie-schmitt-fiesta_u-l-q1aefyc0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Olive,3,38,138.3848888888889,20479.24900530555
42297,You Knew Me When,"(36, 26)",936,/products/p43524168347-sa-i10185037/william-vanscoy-you-knew-me-when.htm?upi=F8K0RX0&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1027.jpg,https://imgc.artprintimages.com/img/print/william-vanscoy-you-knew-me-when_u-l-f8k0rx0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Olive,2,31,164.4188325652842,17513.799293677926
42298,Rose Pink,"(12, 12)",144,/products/p42297164423-sa-i10079149/albert-koetsier-rose-pink.htm?upi=PYJYFX0&PODConfigID=9201948&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1028.jpg,https://imgc.artprintimages.com/img/print/albert-koetsier-rose-pink_u-l-pyjyfx0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,2,28,190.0702222222222,16751.160179972223
42299,Indigo & Ochre I,"(16, 16)",256,/products/p48267508568-sa-i10856542/victoria-borges-indigo-ochre-i.htm?upi=Q1BHGRM0&PODConfigID=4986570&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1029.jpg,https://imgc.artprintimages.com/img/print/victoria-borges-indigo-ochre-i_u-l-q1bhgrm0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Teal,2,46,208.42314444444443,45901.86987155556
42300,"Quaking Aspen (Populus Tremuloides) Trees, Boulder Mountain, Dixie National Forest, Utah, USA","(8, 24)",192,/products/p45555041884-sa-i10439473/quaking-aspen-populus-tremuloides-trees-boulder-mountain-dixie-national-forest-utah-usa.htm?upi=Q12Q2VU0&PODConfigID=14258375&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1030.jpg,https://imgc.artprintimages.com/img/print/quaking-aspen-populus-tremuloides-trees-boulder-mountain-dixie-national-forest-utah-usa_u-l-q12q2vu0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,Olive,3,84,115.94873333333334,104317.429596
42301,Spring Tulips by Stream,"(12, 9)",108,/products/p12818157971-sa-i6391467/mark-bolton-spring-tulips-by-stream.htm?upi=PZL0JE0&PODConfigID=14258387&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1031.jpg,https://imgc.artprintimages.com/img/print/mark-bolton-spring-tulips-by-stream_u-l-pzl0je0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,Orange,3,177,105.97742222222222,51753.15630987655
42302,"View from a Window, 1939","(18, 18)",324,/products/p34988947546-sa-i9403650/stanislav-yulianovich-zhukovsky-view-from-a-window-1939.htm?upi=PTR0TR0&PODConfigID=8880743&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1032.jpg,https://imgc.artprintimages.com/img/print/stanislav-yulianovich-zhukovsky-view-from-a-window-1939_u-l-ptr0tr0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3,Black,2,179,69.63857941834452,37597.39680394464
42303,"Joshua Trees in Desert, California","(16, 12)",192,/products/p14397914-sa-i967117/joshua-trees-in-desert-california.htm?upi=P5P0100&PODConfigID=9201947&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1033.jpg,https://imgc.artprintimages.com/img/print/joshua-trees-in-desert-california_u-l-p5p0100.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,Olive,3,3,151.64057777777776,37866.624233876544
42304,Embrace,"(16, 12)",192,/products/p42922820268-sa-i10136399/jill-martin-embrace.htm?upi=PZ8XJS0&PODConfigID=9201947&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1034.jpg,https://imgc.artprintimages.com/img/print/jill-martin-embrace_u-l-pz8xjs0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,White,3,9,179.90190476190477,54454.56690668845
42305,Pineapple Life V,"(9, 12)",108,/products/p45890989911-sa-i10488508/studio-w-pineapple-life-v.htm?upi=Q12ZR1B0&PODConfigID=9201946&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1035.jpg,https://imgc.artprintimages.com/img/print/studio-w-pineapple-life-v_u-l-q12zr1b0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,2,91,207.1010814814815,26787.386009432095
42306,Queen of the Night BW II,"(16, 16)",256,/products/p28812899750-sa-i8664285/douglas-taylor-queen-of-the-night-bw-ii.htm?upi=Q10Q1MN0&PODConfigID=14258395&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1036.jpg,https://imgc.artprintimages.com/img/print/douglas-taylor-queen-of-the-night-bw-ii_u-l-q10q1mn0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Black,2,8,71.23828888888889,8766.09249197222
42307,Botanicals Series Blue I,"(9, 12)",108,/products/p44021110687-sa-i10216645/rikki-drotar-botanicals-series-blue-i.htm?upi=Q113GF60&PODConfigID=8880729&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1037.jpg,https://imgc.artprintimages.com/img/print/rikki-drotar-botanicals-series-blue-i_u-l-q113gf60.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,2,1,219.70941964285714,13904.89955357143
42308,Pumpkin Poppies II,"(16, 16)",256,/products/p48275642137-sa-i10868420/shirley-novak-pumpkin-poppies-ii.htm?upi=Q1B2YLR0&PODConfigID=9664578&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1038.jpg,https://imgc.artprintimages.com/img/print/shirley-novak-pumpkin-poppies-ii_u-l-q1b2ylr0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,White,3,44,166.14561111111112,17898.48895975
42309,"Of Ferns From Directly Above ""In Glacier National Park"" Montana. 1933-1942","(16, 12)",192,/products/p48156696819-sa-i10799318/ansel-adams-of-ferns-from-directly-above-in-glacier-national-park-montana-1933-1942.htm?upi=Q19QQ1V0&PODConfigID=9201947&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1039.jpg,https://imgc.artprintimages.com/img/print/ansel-adams-of-ferns-from-directly-above-in-glacier-national-park-montana-1933-1942_u-l-q19qq1v0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,Olive,2,285,101.2161558109834,62049.453723925086
42310,Woman with a Parasol in a Garden,"(16, 12)",192,/products/p25676374073-sa-i8015748/pierre-auguste-renoir-woman-with-a-parasol-in-a-garden.htm?upi=PNSDH60&PODConfigID=8880730&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1040.jpg,https://imgc.artprintimages.com/img/print/pierre-auguste-renoir-woman-with-a-parasol-in-a-garden_u-l-pnsdh60.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,4,Olive,2,248,120.92231075697211,67101.81024630561
42311,Blushing Silver and Gold Peony,"(18, 12)",216,/products/p35349058195-sa-i9445678/jai-johnson-blushing-silver-and-gold-peony.htm?upi=PU0MBK0&PODConfigID=9436042&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1041.jpg,https://imgc.artprintimages.com/img/print/jai-johnson-blushing-silver-and-gold-peony_u-l-pu0mbk0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Olive,2,6,145.95615,16655.4167819375
42312,White Rain Lily,"(8, 24)",192,/products/p42297060281-sa-i6340816/albert-koetsier-white-rain-lily.htm?upi=PYJSSY0&PODConfigID=4986378&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1042.jpg,https://imgc.artprintimages.com/img/print/albert-koetsier-white-rain-lily_u-l-pyjssy0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Olive,2,1,214.2706,25621.95673775
42313,Wild Flowers 789070,"(9, 12)",108,/products/p10901425511-sa-i6109030/pol-ledent-wild-flowers-789070.htm?upi=Q1BJTSA0&PODConfigID=9201946&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1043.jpg,https://imgc.artprintimages.com/img/print/pol-ledent-wild-flowers-789070_u-l-q1bjtsa0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,Sky,3,234,72.7118962962963,50748.80946661729
42314,Lush Poppy,"(16, 16)",256,/products/p14910718322-sa-i3727962/brent-heighton-lush-poppy.htm?upi=PGOJB00&PODConfigID=9664578&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1044.jpg,https://imgc.artprintimages.com/img/print/brent-heighton-lush-poppy_u-l-pgojb00.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,2,20,135.37803333333332,19912.096788888888
42315,Extreme Close Up of An Orange Chrysanthemum Flower,"(18, 12)",216,/products/p20307963559-sa-i7255600/vickie-lewis-extreme-close-up-of-an-orange-chrysanthemum-flower.htm?upi=PINW2B0&PODConfigID=4990719&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1045.jpg,https://imgc.artprintimages.com/img/print/vickie-lewis-extreme-close-up-of-an-orange-chrysanthemum-flower_u-l-pinw2b0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Orange,0,16,129.30663333333334,21238.248298437495
42316,"Old Redwood Trees, Muir Woods, San Francisco, California, USA","(12, 9)",108,/products/p813426633-sa-i4053459/bill-bachmann-old-redwood-trees-muir-woods-san-francisco-california-usa.htm?upi=PXQ4B50&PODConfigID=4990619&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1046.jpg,https://imgc.artprintimages.com/img/print/bill-bachmann-old-redwood-trees-muir-woods-san-francisco-california-usa_u-l-pxq4b50.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,Olive,2,89,73.74521481481482,66913.12967980249
42317,Spa Still Life with Water Lily and Zen Stone in a Serenity Pool,"(18, 12)",216,/products/p29826994941-sa-i8739549/liang-zhang-spa-still-life-with-water-lily-and-zen-stone-in-a-serenity-pool.htm?upi=Q104WGA0&PODConfigID=14258383&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1047.jpg,https://imgc.artprintimages.com/img/print/liang-zhang-spa-still-life-with-water-lily-and-zen-stone-in-a-serenity-pool_u-l-q104wga0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Teal,3,3,146.31738333333334,14750.921087437498
42318,Bambu II,"(8, 8)",64,/products/p13464602-sa-i6675670/mei-bambu-ii.htm?upi=F1VJG20&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1048.jpg,https://imgc.artprintimages.com/img/print/mei-bambu-ii_u-l-f1vjg20.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,Olive,2,151,140.97601111111112,64593.667427750006
42319,"Nympheas, 1897-8","(18, 12)",216,/products/p48119362940-sa-i10785391/claude-monet-nympheas-1897-8.htm?upi=Q19PFYE0&PODConfigID=9436042&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1049.jpg,https://imgc.artprintimages.com/img/print/claude-monet-nympheas-1897-8_u-l-q19pfye0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Teal,2,36,106.82701666666667,20696.5297919375
42320,Close-Up of Blooming White Daisy,"(16, 12)",192,/products/p15194095-sa-i3601201/close-up-of-blooming-white-daisy.htm?upi=Q10XATF0&PODConfigID=14258388&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1050.jpg,https://imgc.artprintimages.com/img/print/close-up-of-blooming-white-daisy_u-l-q10xatf0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,3,46,214.27487407407406,8711.421606469137
42321,Gingko,"(13, 13)",169,/products/p26879922903-sa-i8136864/albert-koetsier-gingko.htm?upi=F6FY0K0&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1051.jpg,https://imgc.artprintimages.com/img/print/albert-koetsier-gingko_u-l-f6fy0k0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,White,2,16,214.8769111111111,8281.29496788889
42322,Abstract Balance VI Crop II,"(9, 12)",108,/products/p48837467433-sa-i11025044/lisa-audit-abstract-balance-vi-crop-ii.htm?upi=Q1BZPAC0&PODConfigID=9201946&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1052.jpg,https://imgc.artprintimages.com/img/print/lisa-audit-abstract-balance-vi-crop-ii_u-l-q1bzpac0.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,White,2,1,212.66815277777778,28525.202108984377
42323,Gladiolus,"(12, 16)",192,/products/p9634446778-sa-i5503090/pierre-auguste-renoir-gladiolus.htm?upi=PCARX10&PODConfigID=9201947&sOrigID=12134,D:/query_data/art_images/Botanical/Botanical_img_1053.jpg,https://imgc.artprintimages.com/img/print/pierre-auguste-renoir-gladiolus_u-l-pcarx10.jpg?src=gp&w=300&h=300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,White,3,1,166.47636650868878,17840.270921306797
